id,article_id,conversation_id,turn_id,speaker_id,text,person_id,person_id_1,person_id_2,Emotion,EmotionalPolarity,Empathy,SelfDisclosure
35,9,72,5,65,"yeah, some guy stopped to sell fuel then boom!",65,65,79,2.0,1.0,1.0,
36,9,72,6,79,yeah 73 people died,79,65,79,1.0,2.0,2.0,
37,9,72,7,65,what was your first reaction? ,65,65,79,1.0,1.0,1.0,
38,9,72,8,79,I was not very suprised ,79,65,79,1.0,1.0,1.0,
39,9,72,9,65,really? why were you not surprised? ,65,65,79,2.0,1.0,1.0,
40,9,72,10,79,It seems to happen often in africa and the thrid world,79,65,79,1.0,2.0,1.0,
41,9,72,11,65,"ooh, My first reaction was just sad for the loss of life",65,65,79,2.0,2.0,3.0,
42,9,72,12,79,Yeah it was sad but happens often. do you remember where it was exzactly ,79,65,79,2.0,1.0,2.0,
43,9,72,13,65,no\\,65,65,79,1.0,1.0,1.0,
44,9,72,14,79,I think it was zimbabwae. Did your article have the actual cause,79,65,79,1.0,1.0,1.0,
45,9,72,15,65,"no they had a few suggestions, like lightning ",65,65,79,1.0,1.0,1.0,
46,9,72,16,79,I think that is unlikely but maybe. you?,79,65,79,2.0,1.0,1.0,
47,9,72,17,65,the chances of that happening are really low,65,65,79,1.0,1.0,1.0,
48,9,72,18,79,Yeah maybe a attack or something more likely ,79,65,79,2.0,1.0,1.0,
49,9,72,19,65,yeah might have been intentional ,65,65,79,2.0,1.0,1.0,
50,9,72,20,79,That makes it sort of less sad in a way to me ,79,65,79,2.0,1.0,1.0,
51,9,72,21,65,yeah kinda. what emotions did you get?,65,65,79,1.0,1.0,1.0,
52,9,72,22,79,if it was an attack then more anger I guess,79,65,79,2.0,2.0,2.0,
53,9,72,23,65,i felt some anger too,65,65,79,2.0,2.0,2.0,
54,9,72,24,79,was it only men or any kids die?,79,65,79,1.0,1.0,1.0,
55,9,72,25,65,they did not specify ,65,65,79,1.0,1.0,1.0,
56,9,72,26,79,would it make you feel worse if so/,79,65,79,1.0,1.0,1.0,
57,9,72,27,65,yes kids are just innocent creatures ,65,65,79,2.0,1.0,3.0,
58,9,72,28,79,yes same for me ,79,65,79,2.0,1.0,2.0,
59,9,72,29,65,anything else left to talk about?,65,65,79,1.0,1.0,1.0,
60,9,72,30,79,i don't really think so we have a few rounds left tho so be quick,79,65,79,1.0,1.0,1.0,
61,9,74,1,61,hello. Did you read the article?,61,61,81,1.0,1.0,1.0,
62,9,74,2,81,"hello, yes I did read the article",81,61,81,1.0,1.0,1.0,
63,9,74,3,61,Such a tragedy. My first reaction was sadness. I felt so bad for them and their families.,61,61,81,3.0,2.0,4.0,
64,9,74,4,81,"It is indeed a tragedy. My first reaction was surprise, given the number of people that perished. I also feel for their families.",81,61,81,3.0,2.0,4.0,
65,9,74,5,61," Yes, surprise I felt that way too. I wonder what type of fire they said in the article that was burning near the tanker to cause it to explode and then they said another theory was a lightning strike. What do you think?",61,61,81,2.0,1.0,4.0,
66,9,74,6,81,Lightning strike would be incredibly unlucky and uncommon. The article didn't seem to lean towards either theory. What do you think might have been the cause?,81,61,81,2.0,1.0,3.0,
67,9,74,7,61," Yeah, I see a lightning strike unlikely. They would use that as a reason I don't think I would believe that honestly. And there's no details though enough for me to even judge that I guess. They didn't really give too many details.",61,61,81,2.0,1.0,3.0,
68,9,74,8,81,"Yes, either way incredibly unfortunate. They stated that over a hundred people were injured in addition to the 73 that died and many tried to get to a nearby river. I'm sure the truth will come out with that many witnesses.",81,61,81,2.0,2.0,4.0,
69,9,74,9,61,"yes whenever I read that part man, I cannot even imagine, trying to get into a river on fire that would just be god-awful ",61,61,81,3.0,2.0,4.0,
70,9,74,10,81,"Yes, it made me think of some war photos that I have seen with bodies in vehicles from people that also died to I believe a bombing. I wonder who will be held responsible.",81,61,81,3.0,2.0,4.0,
71,9,74,11,61,"yeah, I know what you mean on that part. I wonder something this place it doesn't really say where it is besides the name Mozambique is that a region known for terrorist attacks?",61,61,81,2.0,1.0,3.0,
72,9,74,12,81,I'm not familiar with that region. I believe they said the tanker was from a nearby city. I'm guessing that it occurred on something like a highway or interstate given that the number of people that had to have been in the vicinity seemed quite large.,81,61,81,2.0,1.0,3.0,
73,9,74,13,61,"I guess Google says that it is a country in east Africa the countries, 35th largest country",61,61,81,1.0,1.0,1.0,
74,9,74,14,81,"Yeah, I am not familiar with it at all besides knowing that it is in Africa. I do wonder if it could have been a terrorist attack. That would be a real shame.",81,61,81,2.0,2.0,4.0,
75,9,74,15,61,"I also fetched info off of Google for that just now it says:  Mozambique is still grappling with a military insurgency in parts of the gas-rich province of Cabo-Delgado; the four-year conflict has caused an estimated 4,000 deaths and displaced nearly one million people. How to see what year there's articles from that I'm looking at, but it isn't even on there",61,61,81,1.0,1.0,4.0,
76,9,74,16,81,I can't imagine living somewhere like that. I wonder what leads to something like that being allowed to happen. What is their government doing?,81,61,81,3.0,2.0,2.0,
77,9,74,17,61,"Makes me thankful to be living in the USA every single day that's for sure!...(btw plz excuse my grammar mistakes and miss spellings and typos I'd like to blame it on my keyboard, but I just cannot do that.lol bcse it's totally me, but I know how to spell very clearly, but my hands are functioning today.)",61,61,81,3.0,0.0,3.0,
78,9,74,18,81,"No problem, I type faster than I should and often make mistakes. Yes, we have our own share of problems here but I am also thankful to be here. Makes me feel helpless sometimes hearing about these tragedies and not being able to do anything about it.",81,61,81,2.0,2.0,3.0,
79,9,74,19,61,"amen to that. You hit the nail on the head. We all have our own share of problems and i know there's somebody out there that always has it worse so whenever I get down on myself, I try to remember that it could always be worse.",61,61,81,3.0,0.0,4.0,
80,9,74,20,81,"Yes, whenever something like this really makes you think and trivializes everyday problems. It makes me thankful for what I have. ",81,61,81,3.0,0.0,4.0,
81,9,74,21,61,"Exactly! I may not have much, but I consider myself rich, because I am thankful for every single thing that I have. That's the truth.",61,61,81,3.0,0.0,3.0,
82,9,74,22,81,That is an eloquent way of putting it. I do hope that someday people that suffer like that will have only mostly trivial problems to worry about like I do.,81,61,81,3.0,0.0,4.0,
83,9,74,23,61,Right on! totally agree with you! Guess that only thing I feel like I can do is just say a prayer for them. ,61,61,81,3.0,0.0,4.0,
84,9,74,24,81,"A lot of times you hear stories like this in the news there is no clue given how to send support. I wish that there was a real way to send a donation or something. But, how would that even help really?",81,61,81,2.0,1.0,3.0,
85,9,74,25,61,"If you donate to the right charity, and do our research about it, like the Red Cross, they are well known, and very credible",61,61,81,2.0,1.0,3.0,
86,9,74,26,81,That is true. I am sure that there is an organization there like the Red Cross. I imagine that they are still there helping people to rebuild their lives afterwards. It is a really selfless pursuit that people that work in those organization undertake.,81,61,81,2.0,0.0,3.0,
87,9,74,27,61," yes, the Red Cross is everywhere, and they go everywhere. All kinds of countries and help and all kinds of circumstances and I just noticed the time we're almost out of time and we still gotta do two messages each.",61,61,81,2.0,1.0,2.0,
88,9,74,28,81,I remember Red Cross always have a donation stand outside of stores but haven't seen one in probably over a decade. I guess the way to make donations now is directly or online. Thanks for the chat and sharing your perspective.,81,61,81,2.0,1.0,3.0,
89,9,74,29,61,oh wow really? I miss seeing the Salvation Army at Christmas time ringing the bell.,61,61,81,3.0,1.0,1.0,
90,9,74,30,81,I still do see the Salvation Army outside of stores during the Holidays. I thought I remember seeing Red Cross too but could be wrong.,81,61,81,2.0,1.0,1.0,
91,10,80,1,33,Hello?,33,33,89,0.5,1.0,1.0,
92,10,80,2,89,Hi. what did you think of the article?,89,33,89,0.5,1.0,1.0,
93,10,80,3,33,I am shocked that this would happen. I hate to wipe out the apes!,33,33,89,4.0,2.0,4.0,
94,10,80,4,89,"yeag, but everywhere you goyou will probably effect some kind of animal.  What if they just replanted afterwards too?",89,33,89,2.0,1.0,2.0,
95,10,80,5,33,"Yup. I dig. I thought that the article was oddly written, but I caught the main idea of it.",33,33,89,2.0,1.0,1.0,
96,10,80,6,89,I am glad I am not the only one who had a hard time understanding it.  I think we always have to make some sort of compromise bewteen humans and other beings. we can;t just let them dictate. but I think individuals and not governements need to do it themsleves,89,33,89,2.5,1.0,1.0,
97,10,80,7,33,"Sure, It was written and then translated badly, I think.",33,33,89,2.0,1.0,1.0,
98,10,80,8,89,"yes, deinfitely not written by a native English speaker.  what would else could you gather though. I always wonder why peopel who believe in evolution try so hard to preserve species when it kind of goes against the whole idea. Maybe they could involve into something better adapted",89,33,89,2.0,1.0,2.0,
99,10,80,9,33,"What I get is that the apes (orangutans) are already at a 1700 population and then some kind of development for transport (or something) is being planned. My \feelings\"" are mostly subsumed by a cloud of mystery.""",33,33,89,2.0,1.0,2.0,
100,10,80,10,89,I'm gonna run out of time. What was even meant by the depth?,89,33,89,1.0,1.0,1.0,
101,10,80,11,33,"Yeah, anyway, I dig the Darwinian aspect. I just couldn't suss out what was really going on.",33,33,89,2.0,1.0,1.0,
102,10,80,12,89,yeah I don't think I even gathered that they were goinf to move them or else I forgot,89,33,89,1.5,1.0,2.0,
103,10,80,13,33,I found myself trying to re-read and then question what that was.,33,33,89,1.0,1.0,1.0,
104,10,80,14,89,I also don;t think any one entity can be so sure what is sustainable or not,89,33,89,2.0,1.0,1.0,
105,10,80,15,33,But this is going on in a place far from me as well,33,33,89,1.5,1.0,1.0,
106,10,80,16,89,"yeah, but there porbably animals dosplce when wher ew elive was settled",89,33,89,1.5,1.0,2.0,
107,10,80,17,33,"Well, it can't be as bad as California has been the last 5 years.",33,33,89,3.0,2.0,2.0,
108,10,80,18,89,the fires you mean or what?,89,33,89,2.0,1.0,1.0,
109,10,80,19,33,Yes. I am sure that there's entire species being moved ,33,33,89,2.5,1.0,1.0,
110,10,80,20,89,I don;t like it but I don;t think we should do awya with people as a solution,89,33,89,3.0,1.0,3.0,
111,10,80,21,33,...moved and wiped out and all. I have neighbors with cougars in their back yard,33,33,89,3.0,2.0,2.0,
112,10,80,22,89,wow. if all species that eve lived were still here they would not asll fit,89,33,89,2.5,1.0,1.0,
113,10,80,23,33,I suppose Indonesia must be landlocked or something? Can these apes escape or...?,33,33,89,2.0,1.0,2.0,
114,10,80,24,89,I think it is a bunch of islands actually,89,33,89,2.0,1.0,1.0,
115,10,80,25,33,Oh.. that's right...!,33,33,89,2.0,1.0,1.0,
116,10,80,26,89,"so I had mixed emotions to it, and I guess they evolved the longe rI thought about it",89,33,89,2.0,1.0,3.0,
117,10,80,27,33,forgot my geography for a second... must be the clove cigarettes,33,33,89,2.0,1.0,1.0,
118,10,80,28,89,"I honestly think I was thinking of somewhere else while I read it too, until you made me think about it",89,33,89,2.0,1.0,1.0,
119,10,80,29,33,they stated something like 700 to 1000 deaths out of a 1700 population - this is curiously precise math for such a sloppily translated article,33,33,89,3.0,1.0,2.0,
120,10,80,30,89,haha. yeah.  I think a lot of it was specualtion,89,33,89,2.5,1.0,1.0,
121,12,85,1,75,"Hello, good morning! How are you? ",75,75,74,3.0,0.0,1.0,
122,12,85,2,74,i am good. thanks,74,75,74,1.0,0.0,1.0,
123,12,85,3,75,I guess we can discuss the article now. Firs reaction is of sadness. ,75,75,74,3.0,2.0,4.0,
124,12,85,4,74,"yes, exactly that. I was thinking that magnitudes of these calamities is the same everywhere but poorer countries are just not equipped to handle them",74,75,74,2.0,2.0,3.0,
125,12,85,5,75,"It sems that Haiti is a truly devastated country. Earthquakes, hurricanes. Worse off is the economic collapse they live thorugh. ",75,75,74,3.0,2.0,2.0,
126,12,85,6,74,Some people really get the worst birth lottery,74,75,74,3.0,2.0,2.0,
127,12,85,7,75,"Also they never really recovered from their 2010 earthquake, it seems the destrusction from then lingers on. ",75,75,74,2.0,2.0,3.0,
128,12,85,8,74,It is just so much harder when you are already poor and then you have to fight these natural disasters too. They really do need help,74,75,74,3.0,2.0,3.0,
129,12,85,9,75,Do you think Americans in general would support any help to Haiti? ,75,75,74,1.0,1.0,2.0,
130,12,85,10,74,I hope so. I know that people do care about those devastated by such disasters ,74,75,74,2.0,0.0,3.0,
131,12,85,11,75,For example an aid package? I am not sure how peope would react. Seeing how people were so negative about aid to ukarine,75,75,74,2.0,1.0,2.0,
132,12,85,12,74,Ukraine had a political angle to it where some people thought that it could have been avoided but you can't avoid a hurricane. Hopefully media provides more awareness to people about situation in Haiti,74,75,74,3.0,0.0,3.0,
133,12,85,13,75,"Maybe a ‘grass roots’ campaign? I remember years ago wealthy and influential people got together to aid the famine in Africa, that doesn’t seem to happy anymore. *im showing my age* lol ",75,75,74,2.0,0.0,2.0,
134,12,85,14,74,"Yeah, I remember those times, I think there is people doing it still but the scale is much smaller now. People seem to have stepped back and let the govts and aid agencies lead the relief efforts",74,75,74,2.0,1.0,2.0,
135,12,85,15,75,"And you are right, politics seem to be injected (no pun intended) into EVRYHTHING now. No real altruisim without ‘angles’ now. No help without an agenda. Truly sad. ",75,75,74,3.0,1.0,2.0,
136,12,85,16,74,I do know that people struggling to put food on their table wouldn't care much about who is giving it and for what ulterior purpose.,74,75,74,3.0,1.0,2.0,
137,12,85,17,75,"Great point,    Also maybe a sense of fabricated victimhood, whenever help/aid to foreign countries is mentioned, too many people bring up issues here. For example ‘we have hunger here, ‘we struggle in america too’ and all those arguments. ",75,75,74,3.0,2.0,2.0,
138,12,85,18,74,Well there is some truth to that too and I have seen more money getting invested inside US which could have gone to Africa e.g. in the past but I still hope that there is enough left for those people who are really desperate and have absolutely no other means to survive except aid,74,75,74,3.0,2.0,2.0,
139,12,85,19,75,"Yes, no hope for so many. Hard to imagine for people sometimes. Great talk, can I ask if you are a real person. Sorry I've talked to too many bots! :) ",75,75,74,2.0,2.0,2.0,
140,12,85,20,74,lol. I am but it is getting really hard to tell bots apart these days.,74,75,74,2.0,1.0,2.0,
141,12,85,21,75,"ugh yes, but it's nice to connect with real people! you type fast!",75,75,74,3.0,0.0,3.0,
142,12,85,22,74,"Not that fast unfortunately, I am struggling myself with some age related issues",74,75,74,3.0,2.0,1.0,
143,12,85,23,75,"Im sorry! I hope you take time to care for yourself, i know sometimes we care for others first.",75,75,74,3.0,0.0,4.0,
144,12,85,24,74,"Well, I think this is how it should be, I am happy when people around me are happy and vice versa",74,75,74,2.0,0.0,3.0,
145,12,85,25,75,"yes, i love seeing my family happy, but i have to remind myself to care for me first so i can be strong enough to care for them :)",75,75,74,3.0,0.0,3.0,
146,12,85,26,74,"Agreed. It's just that sometimes there is no choice, you have to sacrifice some self interest so that others around you can thrive. It is not fair probably but it is what it is",74,75,74,3.0,0.0,2.0,
147,12,85,27,75,"yes i completely agree, we goota do what we gotta do!",75,75,74,3.0,0.0,3.0,
148,12,85,28,74,"anyhow, coming back to the story, I wish people in Haiti can pull through the hard times and would does provide them with the assistance they definitely need. There is just too much suffering going around today and anyone recovering does bring back some trust in humanity",74,75,74,3.0,2.0,4.0,
149,12,85,29,75,"Yes, I hope they could recover. Their political climate is awful though and it would be very difficult for the people to thrive.",75,75,74,2.0,2.0,3.0,
150,12,85,30,74,"Politicians are self serving almost everywhere but in third world, they really are terrible. ",74,75,74,3.0,2.0,2.0,
